Zip Code,City,State,Metro,County Name,Price,Earthquake Grants,Fire Grants,Flood Grants,Hurricane Grants,Mud/Landslide Grants,Other Grants,Severe Storm Grants,Tornado Grants,Earthquake Events,Fire Events,Flood Events,Hurricane Events,Mud/Landslide Events,Other Events,Severe Storm Events,Tornado Events
77201,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77204,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77205,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77206,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77207,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77208,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77210,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77215,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77217,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77218,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77219,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77220,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77221,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77222,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77223,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77224,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77225,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77226,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77227,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77228,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77230,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77231,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77233,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77234,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77235,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77236,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77237,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77238,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77240,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77241,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77242,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77243,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77244,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77245,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77248,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77249,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77251,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77252,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77253,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77254,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77255,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77256,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77257,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77258,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77259,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77261,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77262,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77263,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77265,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77266,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77267,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77268,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77269,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77270,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77271,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77272,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77273,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77274,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77275,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77277,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77279,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77280,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77282,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77284,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77287,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77288,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77289,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77290,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77291,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77292,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77293,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77305,,,,,,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
77306,,,,,,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
77315,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77325,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77326,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
77327,,,,,,,197137.33,18268139.08,56633131.5,,,36067270.39,3678183.99,,8,215,473,,,495,9
77332,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
77333,,,,,,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
77334,,,,,,,3879.14,,1188760.87,,,7645320.61,,,4,,32,,,97,
77335,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
77336,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77341,,,,,,,3879.14,,1188760.87,,,7645320.61,,,4,,32,,,97,
77342,,,,,,,3879.14,,1188760.87,,,7645320.61,,,4,,32,,,97,
77347,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77350,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
77353,,,,,,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
77358,,,,,,,201016.47,18063911.7,33631625.11,,,19846877.09,,,12,198,368,,,258,
77359,,,,,,,,863560.34,3323176.79,,,,,,,21,32,,,,
77363,,,,,,,1089144.07,6094569.44,976642.65,,,,,,15,44,52,,,,
77364,,,,,,,,863560.34,3323176.79,,,,,,,21,32,,,,
77367,,,,,,,3879.14,,1188760.87,,,7645320.61,,,4,,32,,,97,
77368,,,,,,,,1061305.28,21864490.58,,,2308357.64,,,,30,119,,,43,
77369,,,,,,,,1061305.28,21864490.58,,,2308357.64,,,,30,119,,,43,
77371,,,,,,,,863560.34,3323176.79,,,,,,,21,32,,,,
77374,,,,,,,,,9444352.93,,,4059655.52,,,,,64,,,99,
77376,,,,,,,,,9444352.93,,,4059655.52,,,,,64,,,99,
77383,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77387,,,,,,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
77391,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77393,,,,,,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8,177,304,,,161,
77399,,,,,,,,6482.44,5648953.47,,,21557356.27,3678183.99,,,8,50,,,291,9
77402,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77404,,,,,,,,,386538.76,,,,,,,,27,,,,
77410,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77411,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77412,,,,,,,267707.25,280607.09,,,,,,,6,9,,,,,
77413,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77415,,,,,,,,,386538.76,,,,,,,,27,,,,
77417,,,,,,,,9218591.88,11310568.88,,,1409217.77,,,,76,128,,,36,
77418,,,,,,,,2414058.85,70245.81,,,,,,,21,11,,,,
77419,,,,,,,,,386538.76,,,,,,,,27,,,,
77420,,,,,,,,9753554.47,11697107.64,,,1564460.84,,,,85,155,,,44,
77426,,,,,,,,9631129.65,22202165.69,,,25202378.25,240346.92,,,60,183,,,356,6
77428,,,,,,,,,386538.76,,,,,,,,27,,,,
77430,,,,,,,,17563066.3,47338762.4,,,2145354.48,,,,100,256,,,73,
77431,,,,,,,,8344474.42,36028193.52,,,736136.71,,,,24,128,,,37,
77432,,,,,,,,534962.59,,,,155243.07,,,,9,,,,8,
77434,,,,,,,267707.25,815569.68,,,,155243.07,,,6,18,,,,8,
77435,,,,,,,267707.25,10034161.56,11310568.88,,,1564460.84,,,6,94,128,,,44,
77436,,,,,,,,534962.59,,,,155243.07,,,,9,,,,8,
77437,,,,,,,,534962.59,,,,155243.07,,,,9,,,,8,
77440,,,,,,,,,386538.76,,,,,,,,27,,,,
77442,,,,,,,267707.25,280607.09,,,,,,,6,9,,,,,
77443,,,,,,,,534962.59,,,,155243.07,,,,9,,,,8,
77444,,,,,,,,17563066.3,47338762.4,,,2145354.48,,,,100,256,,,73,
77445,,,,,,,1052817.88,5076429.31,400700.91,,,,,,8,25,26,,,,
77446,,,,,,,1052817.88,5076429.31,400700.91,,,,,,8,25,26,,,,
77448,,,,,,,,534962.59,,,,155243.07,,,,9,,,,8,
77451,,,,,,,,9218591.88,11310568.88,,,1409217.77,,,,76,128,,,36,
77452,,,,,,,,2414058.85,70245.81,,,,,,,21,11,,,,
77453,,,,,,,,534962.59,,,,155243.07,,,,9,,,,8,
77454,,,,,,,,534962.59,,,,155243.07,,,,9,,,,8,
77455,,,,,,,,534962.59,,,,155243.07,,,,9,,,,8,
77456,,,,,,,,,386538.76,,,,,,,,27,,,,
77458,,,,,,,,,386538.76,,,,,,,,27,,,,
77460,,,,,,,267707.25,280607.09,,,,,,,6,9,,,,,
77463,,,,,,,,8344474.42,36028193.52,,,736136.71,,,,24,128,,,37,
77464,,,,,,,,9218591.88,11310568.88,,,1409217.77,,,,76,128,,,36,
77466,,,,,,,1052817.88,5076429.31,400700.91,,,,,,8,25,26,,,,
77467,,,,,,,,534962.59,,,,155243.07,,,,9,,,,8,
77468,,,,,,,,,386538.76,,,,,,,,27,,,,
77470,,,,,,,267707.25,280607.09,,,,,,,6,9,,,,,
77473,,,,,,,,2414058.85,70245.81,,,,,,,21,11,,,,
77475,,,,,,,267707.25,280607.09,,,,,,,6,9,,,,,
77476,,,,,,,,9218591.88,11310568.88,,,1409217.77,,,,76,128,,,36,
77481,,,,,,,,9218591.88,11310568.88,,,1409217.77,,,,76,128,,,36,
77482,,,,,,,,,386538.76,,,,,,,,27,,,,
77483,,,,,,,,,386538.76,,,,,,,,27,,,,
77484,,,,,,,1089144.07,54706529.65,261221846.1,,,26701559.42,,,15,355,606,,,360,
77485,,,,,,,,11632650.73,11380814.69,,,1409217.77,,,,97,139,,,36,
77487,,,,,,,,9218591.88,11310568.88,,,1409217.77,,,,76,128,,,36,
77491,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77492,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77496,,,,,,,,9218591.88,11310568.88,,,1409217.77,,,,76,128,,,36,
77497,,,,,,,,9218591.88,11310568.88,,,1409217.77,,,,76,128,,,36,
77501,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77507,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77508,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77512,,,,,,,,8344474.42,36028193.52,,,736136.71,,,,24,128,,,37,
77516,,,,,,,,8344474.42,36028193.52,,,736136.71,,,,24,128,,,37,
77517,,,,,,,,8344474.42,383423720.8,,,792194.94,,,,24,416,,,51,
77519,,,,,,,,,9444352.93,,,4059655.52,,,,,64,,,99,
77522,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77531,,,,,,,,8344474.42,36028193.52,,,736136.71,,,,24,128,,,37,
77533,,,,,,,,1061305.28,21864490.58,,,2308357.64,,,,30,119,,,43,
77534,,,,,,,,8344474.42,36028193.52,,,736136.71,,,,24,128,,,37,
77538,,,,,,,,1061305.28,21864490.58,,,2308357.64,,,,30,119,,,43,
77542,,,,,,,,8344474.42,36028193.52,,,736136.71,,,,24,128,,,37,
77547,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77549,,,,,,,,,347395527.3,,,56058.23,,,,,288,,,14,
77552,,,,,,,,,347395527.3,,,56058.23,,,,,288,,,14,
77553,,,,,,,,,347395527.3,,,56058.23,,,,,288,,,14,
77555,,,,,,,,,347395527.3,,,56058.23,,,,,288,,,14,
77560,,,,,,,,,26384986.89,,,37670.15,,,,,124,,,10,
77561,,,,,,,,1061305.28,21864490.58,,,2308357.64,,,,30,119,,,43,
77562,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77564,,,,,,,,1061305.28,31308843.51,,,6368013.16,,,,30,183,,,142,
77572,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77574,,,,,,,,,347395527.3,,,56058.23,,,,,288,,,14,
77575,,,,,,,,1061305.28,48249477.47,,,2346027.79,,,,30,243,,,53,
77577,,,,,,,,8344474.42,36028193.52,,,736136.71,,,,24,128,,,37,
77580,,,,,,,,,26384986.89,,,37670.15,,,,,124,,,10,
77582,,,,,,,,1061305.28,21864490.58,,,2308357.64,,,,30,119,,,43,
77585,,,,,,,,,9444352.93,,,4059655.52,,,,,64,,,99,
77587,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77588,,,,,,,,8344474.42,36028193.52,,,736136.71,,,,24,128,,,37,
77597,,,,,,,,,26384986.89,,,37670.15,,,,,124,,,10,
77598,,,,,,,,48611960.21,260245203.5,,,26701559.42,,,,311,554,,,360,
77612,,,,,,,,30646215.75,4264176.28,,,62388056.84,58806.31,,,71,103,,,277,2
77613,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77614,,,,,,,,29430450.44,808496.05,,,8108824.54,,,,41,45,,,110,
77615,,,,,,,,1215765.31,3455680.23,,,54279232.3,58806.31,,,30,58,,,167,2
77616,,,,,,,,554945.04,3181060.22,,,78551.38,,,,21,45,,,22,
77619,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77622,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77623,,,,,,,,,347395527.3,,,56058.23,,,,,288,,,14,
77624,,,,,,,,554945.04,3181060.22,,,78551.38,,,,21,45,,,22,
77625,,,,,,,,,9444352.93,,,4059655.52,,,,,64,,,99,
77626,,,,,,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22,81,30,315,,,121,
77629,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77630,,,,,,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22,81,30,315,,,121,
77639,,,,,,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22,81,30,315,,,121,
77640,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77651,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77655,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77656,,,,,,,,,9444352.93,,,4059655.52,,,,,64,,,99,
77659,,,,,,,,,9444352.93,,,4059655.52,,,,,64,,,99,
77660,,,,,,,,554945.04,3181060.22,,,78551.38,,,,21,45,,,22,
77661,,,,,,,,,26384986.89,,,37670.15,,,,,124,,,10,
77662,,,,,,1009418.48,5351166.91,7115853.17,181926397.9,,,55754834.79,58806.31,22,81,60,373,,,288,2
77664,,,,,,,,554945.04,12625413.15,,,4138206.9,,,,21,109,,,121,
77665,,,,,,,,11159830.25,83625297.52,,,68608992.33,,,,115,265,,,614,
77670,,,,,,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22,81,30,315,,,121,
77701,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77702,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77703,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77704,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77705,,,,,,,,11159830.25,66684663.56,,,72630977.7,,,,115,205,,,703,
77708,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77713,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77720,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77725,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77726,,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115,141,,,604,
77801,,,,,,,,895172.3,,,,,,,,12,,,,,
77805,,,,,,,,895172.3,,,,,,,,12,,,,,
77806,,,,,,,,895172.3,,,,,,,,12,,,,,
77807,,,,,,,,895172.3,,,,731276.18,,,,12,,,,27,
77830,,,,,,,36326.19,1018140.13,575941.74,,,,,,7,19,26,,,,
77831,,,,,,,40205.33,1136121.89,1923304.68,,,32492682.17,,,11,24,65,,,366,
77834,,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39,172,,,356,6
77835,,,,,,,,9631129.65,22202165.69,,,25202378.25,240346.92,,,60,183,,,356,6
77837,,,,,,,,,,,,731276.18,,,,,,,,27,
77838,,,,,,,,360221.9,,,,,,,,7,,,,,
77841,,,,,,,,895172.3,,,,,,,,12,,,,,
77842,,,,,,,,895172.3,,,,,,,,12,,,,,
77843,,,,,,,,895172.3,,,,,,,,12,,,,,
77844,,,,,,,,895172.3,,,,,,,,12,,,,,
77850,,,,,,,22437.43,,447983.09,,,1725446.62,,,6,,15,,,37,
77852,,,,,,,,360221.9,,,,,,,,7,,,,,
77853,,,,,,,,1715777.67,379418.02,,,10966585.33,,,,20,21,,,123,
77855,,,,,,,22437.43,,447983.09,,,1725446.62,,,6,,15,,,37,
77856,,,,,,,,,,,,731276.18,,,,,,,,27,
77857,,,,,,,,,,,,71155.03,,,,,,,,6,
77859,,,,,,,,895172.3,,,,731276.18,,,,12,,,,27,
77861,,,,,,,36326.19,1136121.89,734543.81,,,24847361.56,,,7,24,33,,,269,
77862,,,,,,,,895172.3,,,,,,,,12,,,,,
77863,,,,,,,,360221.9,,,,,,,,7,,,,,
77865,,,,,,,22437.43,,447983.09,,,2456722.8,,,6,,15,,,64,
77866,,,,,,,,895172.3,,,,,,,,12,,,,,
77867,,,,,,,,,,,,731276.18,,,,,,,,27,
77870,,,,,,,,,,,,731276.18,,,,,,,,27,
77871,,,,,,,22437.43,117981.76,606585.16,,,26572808.18,,,6,5,22,,,306,
77872,,,,,,,36326.19,1136121.89,734543.81,,,24847361.56,,,7,24,33,,,269,
77873,,,,,,,237342.66,18218491.49,30884390.06,,,19846877.09,,,19,196,362,,,258,
77875,,,,,,,36326.19,1018140.13,575941.74,,,,,,7,19,26,,,,
77876,,,,,,,36326.19,1018140.13,575941.74,,,,,,7,19,26,,,,
77878,,,,,,,,360221.9,,,,,,,,7,,,,,
77879,,,,,,,,360221.9,,,,,,,,7,,,,,
77880,,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39,172,,,356,6
77881,,,,,,,,895172.3,,,,,,,,12,,,,,
77882,,,,,,,,,,,,731276.18,,,,,,,,27,
77957,,,,,,,,132198.46,8466487.89,,,10366164.45,,,,22,44,,,216,
77961,,,,,,,,132198.46,8466487.89,,,10366164.45,,,,22,44,,,216,
77962,,,,,,,,132198.46,8466487.89,,,10366164.45,,,,22,44,,,216,
77969,,,,,,,,132198.46,8466487.89,,,10366164.45,,,,22,44,,,216,
77970,,,,,,,,132198.46,8466487.89,,,10366164.45,,,,22,44,,,216,
77971,,,,,,,,132198.46,8466487.89,,,10366164.45,,,,22,44,,,216,
77978,,,,,,,,438738.41,52772.48,,,7710749.01,,,,29,10,,,74,
77983,,,,,,,,438738.41,52772.48,,,7710749.01,,,,29,10,,,74,
77990,,,,,,,,438738.41,52772.48,,,7710749.01,,,,29,10,,,74,
77991,,,,,,,,132198.46,8466487.89,,,10366164.45,,,,22,44,,,216,
78002,,,,,,,,,,,,2107053.59,,,,,,,,70,
78004,,,,,,,,1755152.98,,,,50605.19,,,,21,,,,3,
78005,,,,,,,,,,,,106379.67,,,,,,,,4,
78016,,,,,,,,,,,,159964.01,,,,,,,,12,
78017,,,,,,,,,,,,106379.67,,,,,,,,4,
78027,,,,,,,,1755152.98,,,,620736.29,,,,21,,,,13,
78039,,,,,,,,,,,,2160637.93,,,,,,,,78,
78040,,,,,,,,,2697674.72,,,,,,,,15,,,,
78042,,,,,,,,,2697674.72,,,,,,,,15,,,,
78043,,,,,,,,,2697674.72,,,,,,,,15,,,,
78044,,,,,,,,,2697674.72,,,,,,,,15,,,,
78052,,,,,,,,,,,,2160637.93,,,,,,,,78,
78054,,,,,,,,,,,,2107053.59,,,,,,,,70,
78056,,,,,,,,,,,,53584.34,,,,,,,,8,
78057,,,,,,,,,,,,159964.01,,,,,,,,12,
78059,,,,,,,,,,,,53584.34,,,,,,,,8,
78061,,,,,,,,,,,,106379.67,,,,,,,,4,
78064,,,,,,,,,1221316.23,,,4519202.59,,,,,40,,,43,
78066,,,,,,,,,,,,53584.34,,,,,,,,8,
78067,,,,,,,,,61890.81,,,,,,,,4,,,,
78069,,,,,,,,,,,,2107053.59,,,,,,,,70,
78073,,,,,,,,,,,,2107053.59,,,,,,,,70,
78074,,,,,,,,1755152.98,,,,50605.19,,,,21,,,,3,
78076,,,,,,,,,61890.81,,,,,,,,4,,,,
78101,,,,,,,,,1221316.23,,,6626256.18,,,,,40,,,113,
78112,,,,,,,,,1221316.23,,,6626256.18,,,,,40,,,113,
78113,,,,,,,,,1221316.23,,,4519202.59,,,,,40,,,43,
78115,,,,,,,,,,,,452827.46,,,,,,,,17,
78123,,,,,,,,,,,,452827.46,,,,,,,,17,
78124,,,,,,,,,,,,2559881.05,,,,,,,,87,
78131,,,,,,,,,,,,345051.16,,,,,,,,8,
78135,,,,,,,,,,,,345051.16,,,,,,,,8,
78140,,,,,,,,,1221316.23,,,4972030.05,,,,,40,,,60,
78143,,,,,,,,,1221316.23,,,4519202.59,,,,,40,,,43,
78147,,,,,,,,,1221316.23,,,4519202.59,,,,,40,,,43,
78148,,,,,,,,,,,,2107053.59,,,,,,,,70,
78150,,,,,,,,,,,,2107053.59,,,,,,,,70,
78152,,,,,,,,,1221316.23,,,6626256.18,,,,,40,,,113,
78156,,,,,,,,,,,,452827.46,,,,,,,,17,
78160,,,,,,,,,1221316.23,,,4519202.59,,,,,40,,,43,
78161,,,,,,,,,1221316.23,,,4519202.59,,,,,40,,,43,
78202,,,,,,,,,,,,2107053.59,,,,,,,,70,
78203,,,,,,,,,,,,2107053.59,,,,,,,,70,
78204,,,,,,,,,,,,2107053.59,,,,,,,,70,
78205,,,,,,,,,,,,2107053.59,,,,,,,,70,
78206,,,,,,,,,,,,2107053.59,,,,,,,,70,
78207,,,,,,,,,,,,2107053.59,,,,,,,,70,
78208,,,,,,,,,,,,2107053.59,,,,,,,,70,
78210,,,,,,,,,,,,2107053.59,,,,,,,,70,
78211,,,,,,,,,,,,2107053.59,,,,,,,,70,
78213,,,,,,,,,,,,2107053.59,,,,,,,,70,
78214,,,,,,,,,,,,2107053.59,,,,,,,,70,
78215,,,,,,,,,,,,2107053.59,,,,,,,,70,
78219,,,,,,,,,,,,2107053.59,,,,,,,,70,
78220,,,,,,,,,,,,2107053.59,,,,,,,,70,
78224,,,,,,,,,,,,2107053.59,,,,,,,,70,
78225,,,,,,,,,,,,2107053.59,,,,,,,,70,
78226,,,,,,,,,,,,2107053.59,,,,,,,,70,
78229,,,,,,,,,,,,2107053.59,,,,,,,,70,
78234,,,,,,,,,,,,2107053.59,,,,,,,,70,
78235,,,,,,,,,,,,2107053.59,,,,,,,,70,
78236,,,,,,,,,,,,2107053.59,,,,,,,,70,
78241,,,,,,,,,,,,2107053.59,,,,,,,,70,
78242,,,,,,,,,,,,2107053.59,,,,,,,,70,
78243,,,,,,,,,,,,2107053.59,,,,,,,,70,
78246,,,,,,,,,,,,2107053.59,,,,,,,,70,
78263,,,,,,,,,,,,2107053.59,,,,,,,,70,
78264,,,,,,,,,,,,2107053.59,,,,,,,,70,
78265,,,,,,,,,,,,2107053.59,,,,,,,,70,
78268,,,,,,,,,,,,2107053.59,,,,,,,,70,
78269,,,,,,,,,,,,2107053.59,,,,,,,,70,
78270,,,,,,,,,,,,2107053.59,,,,,,,,70,
78278,,,,,,,,,,,,2107053.59,,,,,,,,70,
78279,,,,,,,,,,,,2107053.59,,,,,,,,70,
78280,,,,,,,,,,,,2107053.59,,,,,,,,70,
78283,,,,,,,,,,,,2107053.59,,,,,,,,70,
78284,,,,,,,,,,,,2107053.59,,,,,,,,70,
78285,,,,,,,,,,,,2107053.59,,,,,,,,70,
78288,,,,,,,,,,,,2107053.59,,,,,,,,70,
78291,,,,,,,,,,,,2107053.59,,,,,,,,70,
78292,,,,,,,,,,,,2107053.59,,,,,,,,70,
78293,,,,,,,,,,,,2107053.59,,,,,,,,70,
78294,,,,,,,,,,,,2107053.59,,,,,,,,70,
78295,,,,,,,,,,,,2107053.59,,,,,,,,70,
78296,,,,,,,,,,,,2107053.59,,,,,,,,70,
78297,,,,,,,,,,,,2107053.59,,,,,,,,70,
78298,,,,,,,,,,,,2107053.59,,,,,,,,70,
78299,,,,,,,,,,,,2107053.59,,,,,,,,70,
78330,,,,,,,,,,,,2701707.41,,,,,,,,38,
78339,,,,,,,,,,,,2701707.41,,,,,,,,38,
78341,,,,,,,,,1299333.07,,,3632921.27,,,,,64,,,118,
78342,,,,,,,,,,,,1087141.87,,,,,,,,13,
78343,,,,,,,,,,,,2701707.41,,,,,,,,38,
78344,,,,,,,,,2697674.72,,,,,,,,15,,,,
78347,,,,,,,,,,,,2701707.41,,,,,,,,38,
78349,,,,,,,,,1299333.07,,,3632921.27,,,,,64,,,118,
